customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3934-VEWR,Female,0,No,Yes,72,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.73,5959.66,Yes
3935-GVLX,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,91.49,2559.59,No
3936-DIPF,Female,1,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,30.39,888.78,No
3937-IZSU,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.78,197.52,Yes
3938-IDJC,Male,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),81.74,1342.85,No
3939-ENXI,Male,1,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),22.26,1396.46,No
3940-YMPA,Male,1,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),50.16,2820.18,No
3941-PXMH,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,78.05,1744.04,Yes
3942-BOPY,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,18.25,1329.07,No
3943-QLLQ,Female,1,No,Yes,4,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,109.51,457.71,No
3944-ODNZ,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.02,2943.03,No
3945-ZMJV,Male,1,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,30.67,224.65,No
3946-JYOP,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,2101.54,No
3947-XGZL,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),79.28,116.21,Yes
3948-HUCK,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,68.91,4969.47,No
3949-FPHT,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,63.25,3027.99,No
3950-PRUG,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.56,492.62,No
3951-TMVG,Male,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,88.26,2721.36,No
3952-AOIP,Male,0,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,89.48,3976.42,Yes
3953-WWXL,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,85.97,610.16,No
3954-JKAR,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),86.18,212.12,Yes
3955-FUHZ,Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,79.45,987.95,No
3956-MBPZ,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,82.76,364.19,Yes
3957-NCJC,Male,0,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.41,2857.89,No
3958-DOJA,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.62,953.71,Yes
3959-WMXZ,Male,0,Yes,Yes,19,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,18.25,288.83,Yes
3960-ZCPR,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.26,2498.02,No
3961-EGUK,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.57,5696.58,No
3962-LVSB,Female,0,No,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,80.86,4065.16,No
3963-CPPP,Male,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),38.94,1213.34,Yes
3964-TCSK,Male,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),18.25,317.22,No
3965-YGRL,Female,1,No,Yes,0,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),73.51,18.85,Yes
3966-ZDCG,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),57.2,174.47,No
3967-OCSR,Male,1,Yes,No,42,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,2795.37,No
3968-BAUE,Female,1,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.26,705.72,Yes
3969-NSJJ,Female,1,No,No,13,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,66.67,815.0,No
3970-NTKR,Female,1,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.79,3167.22,Yes
3971-WUCG,Female,0,No,No,21,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),109.96,2309.78,Yes
3972-KUWH,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,59.17,4264.25,No
3973-KZJP,Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,90.81,6221.15,No
3974-VOGV,Male,0,No,Yes,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.23,233.33,No
3975-RIQG,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,103.95,7557.42,No
3976-ZDGA,Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,70.36,132.1,No
3977-HQNY,Male,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,92.61,6645.88,No
3978-JDAC,Female,1,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.65,1689.81,Yes
3979-PCTE,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),111.52,4961.06,Yes
3980-VRGJ,Female,0,No,Yes,39,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,86.33,3325.01,No
3981-OPCP,Female,1,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),41.72,993.46,No
3982-XLPU,Male,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),59.49,1781.71,No
3983-ZRWP,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,28.5,2117.23,No
3984-SUJE,Female,0,No,No,72,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,55.68,3964.39,No
3985-SEPZ,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),23.65,727.69,No
3986-NEHW,Female,0,No,No,34,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,87.6,3011.22,Yes
3987-SZOO,Female,1,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,18.25,89.95,No
3988-ULIS,Male,0,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),32.99,1883.26,Yes
3989-AXHD,Male,0,No,Yes,32,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,74.59,2389.09,No
3990-RFBB,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.09,4942.92,No
3991-TIWG,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.25,562.78,Yes
3992-XTPK,Male,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),76.22,809.48,Yes
3993-GKXN,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,84.33,432.43,No
3994-DHXU,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,140.24,Yes
3995-LZAF,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.25,508.34,No
3996-KDVL,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),65.33,665.62,No
3997-EAJM,Female,0,No,No,31,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),79.06,2383.59,No
3998-EQKB,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),51.03,18.85,No
3999-CORY,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),71.23,1108.73,Yes
4000-TTCZ,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,65.2,529.31,No
4001-TZFO,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,118.75,1633.49,No
4002-ABYE,Male,1,Yes,No,1,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),18.25,32.9,No
4003-HAFO,Male,1,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.9,2064.66,Yes
4004-LKFJ,Male,0,Yes,No,3,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),53.3,126.58,No
4005-GRLH,Female,0,Yes,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,18.85,No
4006-GYRJ,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,75.73,5494.19,No
4007-ZXJE,Female,1,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,48.12,355.23,No
4008-KHNP,Female,0,No,Yes,56,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),38.2,2240.45,No
4009-QPBJ,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,27.45,1962.53,Yes
4010-JKKA,Female,0,Yes,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),67.95,1648.85,No
4011-QRPY,Female,0,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,79.56,1882.69,Yes
4012-JRGV,Male,0,Yes,Yes,14,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.67,840.87,No
4013-YVGU,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),92.33,1620.28,No
4014-TFET,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,76.22,1624.93,No
4015-MCAG,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,118.75,627.81,No
4016-BSQK,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,32.26,408.46,No
4017-IWSS,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.44,1120.36,No
4018-NSYB,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),83.12,534.1,No
4019-KTOL,Male,0,No,No,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.82,2326.96,No
4020-NCXV,Female,1,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.83,817.76,No
4021-XHHT,Female,0,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.31,18.85,No
4022-HMTY,Male,0,Yes,No,0,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,87.4,67.19,No
4023-AUMJ,Female,0,Yes,No,13,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.41,1193.89,No
4024-PROU,Female,1,No,No,37,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,88.13,3149.12,No
4025-LJEF,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,67.98,914.98,No
4026-LDGQ,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,58.12,2026.91,No
4027-UFRM,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,59.51,2109.53,No
4028-BBQT,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,72.68,3925.43,No
4029-QOXG,Female,0,No,No,3,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,70.12,183.43,Yes
4030-EBZL,Female,0,No,Yes,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,35.56,962.11,No
4031-PHKI,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,95.47,157.5,No
4032-HRRX,Male,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,66.38,459.01,Yes
4033-ACGQ,Male,0,Yes,Yes,12,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,18.25,152.63,Yes
4034-ZOWE,Female,0,Yes,No,39,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,27.44,1137.93,No
4035-CNBD,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.55,3829.66,No
4036-UDFY,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,71.31,883.3,No
4037-EWNT,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.23,1489.13,Yes
4038-IFDA,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),44.12,485.16,No
4039-KBIK,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,102.02,3570.02,No
4040-USHG,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.51,1227.27,No
4041-BIHA,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,63.97,1322.02,No
4042-TESE,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,18.25,448.21,No
4043-ZFTG,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.83,1942.8,Yes
4044-IKTV,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,53.69,49.83,No
4045-EGHT,Male,0,No,No,25,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,18.25,359.77,No
4046-XGYK,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),80.63,1464.05,Yes
4047-HUEH,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.64,299.43,Yes
4048-EWMN,Female,0,No,No,7,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),35.92,327.64,No
4049-IMHK,Female,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.44,4995.78,No
4050-FKMH,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.33,6128.97,Yes
4051-FWES,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.32,128.57,No
4052-GGDC,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),47.44,1811.7,No
4053-QTKL,Male,0,No,Yes,25,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,2974.91,No
4054-LHEO,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,78.08,5601.41,No
4055-AELI,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.23,3406.0,No
4056-JFUC,Male,1,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.88,3083.59,No
4057-RQTB,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),18.25,18.85,No
4058-PIXS,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,30.0,587.92,No
4059-WEFO,Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),50.2,2020.52,No
4060-BOGE,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.23,6902.85,Yes
4061-MAZH,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.14,587.69,Yes
4062-GODD,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.21,2978.71,No
4063-KZCM,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.39,1395.62,No
4064-OYOX,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.04,319.99,No
4065-IRGL,Male,0,No,Yes,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.28,2053.76,No
4066-TCGO,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.43,79.89,No
4067-WPKC,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),63.59,2241.7,No
4068-UHTN,Male,0,No,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.57,2092.95,No
4069-GMHB,Female,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.34,4281.57,No
4070-UGMR,Female,1,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.89,4546.15,Yes
4071-RLOI,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,44.3,18.85,Yes
4072-NMQD,Male,1,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,89.92,164.49,Yes
4073-IZHU,Male,1,No,No,46,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,42.08,1918.37,No
4074-HILQ,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,93.3,3416.97,Yes
4075-RGKI,Female,0,Yes,No,51,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.94,3343.05,Yes
4076-BITH,Male,0,No,No,9,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,50.1,422.4,Yes
4077-XUBW,Female,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),63.18,3864.74,No
4078-PTGO,Male,0,Yes,No,18,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),67.55,1130.89,Yes
4079-JNSN,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.63,484.41,Yes
4080-MMWE,Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.61,18.85,Yes
4081-ZWPZ,Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,34.93,2299.03,No
4082-LXBS,Female,0,No,No,24,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),108.14,2582.83,Yes
4083-CUAY,Male,1,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),40.7,2919.11,No
4084-YVJA,Male,1,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.48,1110.95,Yes
4085-QDXJ,Male,1,Yes,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),77.98,210.27,No
4086-KWMT,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,18.25,564.32,No
4087-ZIIN,Male,1,No,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.79,19.22,No
4088-CYHR,Male,0,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.61,800.59,No
4089-TMVC,Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.25,1026.93,Yes
