customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_group,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,num_services,Churn,churn_flag,churn_probability,risk_segment
4094-DECR,Male,0,No,No,16,13-24 mo,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.54,824.05,4,Yes,1,,N/A
4095-RXKO,Female,0,No,Yes,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),53.9,3858.5,2,Yes,1,,N/A
4096-YCUO,Male,0,Yes,No,18,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,92.82,1760.83,1,No,0,,N/A
4097-JVZG,Male,1,Yes,Yes,44,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,77.46,3374.79,1,No,0,,N/A
4098-DOSA,Female,1,No,No,1,0-12 mo,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.79,97.74,4,Yes,1,,N/A
4099-QWNF,Female,0,Yes,No,15,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,67.43,968.03,1,Yes,1,,N/A
4100-XION,Female,0,No,Yes,27,25-48 mo,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.4,1501.67,4,No,0,,N/A
4101-XDNS,Female,0,Yes,No,44,25-48 mo,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,96.08,4330.89,4,No,0,,N/A
4102-RACA,Female,0,Yes,No,24,13-24 mo,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,18.25,364.17,4,No,0,,N/A
4103-IIGX,Male,0,Yes,No,23,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),81.46,1827.21,1,Yes,1,,N/A
4104-OGHE,Female,0,No,No,46,25-48 mo,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,79.46,3776.45,5,No,0,,N/A
4105-OEVT,Male,0,No,Yes,12,0-12 mo,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,42.98,571.18,5,No,0,,N/A
4106-BPZI,Male,0,Yes,Yes,3,0-12 mo,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),37.8,18.85,2,No,0,,N/A
4107-WAUY,Female,0,No,No,13,13-24 mo,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),99.64,1267.76,7,Yes,1,,N/A
4108-SDPA,Female,0,Yes,No,5,0-12 mo,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),58.65,275.19,5,No,0,,N/A
4109-JVWE,Female,0,No,No,72,49-72 mo,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,108.1,7819.35,4,Yes,1,,N/A
4110-BMBT,Male,0,Yes,Yes,27,25-48 mo,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),34.52,964.97,5,No,0,,N/A
4111-UWIV,Female,0,No,No,18,13-24 mo,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,62.38,1136.84,3,No,0,,N/A
4112-DTJE,Female,1,Yes,No,72,49-72 mo,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,47.93,3386.22,2,No,0,,N/A
4113-GGMV,Female,0,No,Yes,72,49-72 mo,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),52.26,3833.63,4,No,0,,N/A
4114-BQNF,Female,1,No,No,17,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.27,1318.83,2,Yes,1,,N/A
4115-KICO,Female,1,Yes,No,66,49-72 mo,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),42.44,2778.52,5,Yes,1,,N/A
4116-OPFA,Male,0,Yes,No,2,0-12 mo,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,59.72,248.02,6,Yes,1,,N/A
4117-FHEH,Male,0,Yes,No,69,49-72 mo,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,42.24,2900.73,3,No,0,,N/A
4118-GLRG,Male,0,No,No,11,0-12 mo,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,83.18,956.73,4,Yes,1,,N/A
4119-PPJO,Female,1,Yes,Yes,26,25-48 mo,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),118.75,3206.44,4,No,0,,N/A
4120-COKO,Female,1,No,No,10,0-12 mo,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,103.88,1039.16,3,No,0,,N/A
4121-YJVB,Female,0,No,Yes,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.06,2567.3,1,No,0,,N/A
4122-VJFQ,Male,0,Yes,No,2,0-12 mo,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.72,139.65,4,Yes,1,,N/A
4123-RIHV,Female,0,Yes,No,18,13-24 mo,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),63.44,1147.81,4,No,0,,N/A
4124-ZNND,Female,0,No,No,31,25-48 mo,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),18.25,632.15,6,No,0,,N/A
4125-UNGD,Female,0,No,No,30,25-48 mo,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,63.38,1942.08,6,No,0,,N/A
4126-XNNE,Male,0,No,No,42,25-48 mo,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,79.29,3380.71,5,No,0,,N/A
4127-XSLM,Female,0,Yes,Yes,41,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,64.5,2601.82,1,No,0,,N/A
4128-SOEN,Male,0,Yes,Yes,50,49-72 mo,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),62.06,3150.95,5,No,0,,N/A
4129-VDQW,Female,0,No,No,8,0-12 mo,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),45.29,303.0,3,No,0,,N/A
4130-CJZU,Male,0,No,No,14,13-24 mo,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),54.57,796.55,4,No,0,,N/A
4131-GZOM,Male,1,No,No,15,13-24 mo,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.72,793.8,4,No,0,,N/A
4132-JIVV,Male,0,Yes,No,72,49-72 mo,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),33.81,2320.45,4,No,0,,N/A
4133-QQLQ,Female,0,Yes,No,16,13-24 mo,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.8,1543.26,3,Yes,1,,N/A
4134-ECQD,Female,0,Yes,Yes,8,0-12 mo,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,112.35,893.56,4,No,0,,N/A
4135-FZGX,Male,0,No,No,32,25-48 mo,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,1462.2,3,No,0,,N/A
4136-RJTP,Male,0,Yes,No,17,13-24 mo,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,34.57,583.41,4,No,0,,N/A
4137-MLGQ,Female,0,No,No,9,0-12 mo,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,42.3,310.73,3,No,0,,N/A
4138-HFGL,Female,0,No,No,40,25-48 mo,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,35.71,1511.5,7,No,0,,N/A
4139-NFWB,Male,1,Yes,Yes,6,0-12 mo,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,50.83,344.23,4,No,0,,N/A
4140-AEAT,Female,0,Yes,No,32,25-48 mo,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,72.97,2439.88,4,No,0,,N/A
4141-OCET,Female,1,No,No,18,13-24 mo,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,101.06,1810.31,3,No,0,,N/A
4142-UAXF,Female,0,Yes,Yes,12,0-12 mo,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,18.25,202.08,6,No,0,,N/A
4143-QTUW,Female,0,Yes,No,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),93.37,6771.33,2,No,0,,N/A
4144-IAPZ,Male,0,Yes,No,12,0-12 mo,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.9,833.03,6,Yes,1,,N/A
4145-OSDP,Female,0,No,No,13,13-24 mo,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),18.25,301.66,5,Yes,1,,N/A
4146-PHVW,Female,0,No,No,65,49-72 mo,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,27.23,1825.65,5,No,0,,N/A
4147-WJKO,Male,0,No,No,4,0-12 mo,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,411.86,5,No,0,,N/A
4148-KNCO,Male,0,No,Yes,3,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.28,158.34,1,Yes,1,,N/A
4149-OHVM,Female,0,No,Yes,10,0-12 mo,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,53.37,562.46,5,No,0,,N/A
4150-ZDVK,Female,0,No,No,28,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.13,1792.64,2,No,0,,N/A
4151-TVYD,Female,0,No,Yes,15,13-24 mo,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),100.48,1450.75,6,Yes,1,,N/A
4152-YQAB,Female,1,Yes,No,30,25-48 mo,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,26.73,842.98,5,Yes,1,,N/A
4153-MQWC,Male,1,Yes,No,5,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,84.3,381.14,2,No,0,,N/A
4154-KESF,Male,0,No,No,9,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,103.2,944.81,2,Yes,1,,N/A
4155-MYHC,Male,1,No,No,26,25-48 mo,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.68,950.98,4,Yes,1,,N/A
4156-KYIS,Female,0,Yes,Yes,7,0-12 mo,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.43,563.34,6,No,0,,N/A
4157-VNZW,Female,0,No,No,17,13-24 mo,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.25,835.9,2,Yes,1,,N/A
4158-WCOF,Female,0,Yes,No,27,25-48 mo,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.24,1204.51,3,No,0,,N/A
4159-UDTP,Female,1,Yes,No,72,49-72 mo,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),55.08,3977.65,4,No,0,,N/A
4160-USOY,Male,0,No,No,2,0-12 mo,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.87,184.1,4,Yes,1,,N/A
4161-MNOQ,Male,0,Yes,Yes,19,13-24 mo,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.59,831.95,3,Yes,1,,N/A
4162-LKTV,Female,0,No,No,16,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,92.46,1492.12,2,No,0,,N/A
4163-LGTO,Male,0,Yes,No,55,49-72 mo,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.94,2857.56,4,Yes,1,,N/A
4164-KPNL,Female,0,Yes,No,72,49-72 mo,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),18.25,1298.41,5,No,0,,N/A
4165-RXFS,Female,0,No,No,72,49-72 mo,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),62.85,4540.82,4,No,0,,N/A
4166-ZSDD,Male,0,No,Yes,15,13-24 mo,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),26.63,340.84,1,No,0,,N/A
4167-JSCU,Female,0,Yes,No,11,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.13,611.04,1,Yes,1,,N/A
4168-HUJD,Female,0,No,Yes,19,13-24 mo,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),76.05,1445.22,3,No,0,,N/A
4169-ZAJT,Male,0,No,No,13,13-24 mo,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,45.28,511.49,4,Yes,1,,N/A
4170-QTZS,Female,0,Yes,No,40,25-48 mo,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,18.25,766.06,3,No,0,,N/A
4171-SUZG,Female,0,Yes,No,7,0-12 mo,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),34.84,231.68,3,Yes,1,,N/A
4172-TCIG,Male,1,No,Yes,34,25-48 mo,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,103.96,3529.24,1,No,0,,N/A
4173-VRUW,Female,0,No,No,72,49-72 mo,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.7,5099.09,6,Yes,1,,N/A
4174-ESFF,Male,0,Yes,No,10,0-12 mo,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),90.75,850.66,5,No,0,,N/A
4175-DDSQ,Female,0,Yes,No,36,25-48 mo,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,114.94,4142.65,3,No,0,,N/A
4176-BIPK,Male,1,Yes,Yes,4,0-12 mo,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),118.75,449.85,7,No,0,,N/A
4177-MBUL,Male,1,Yes,No,4,0-12 mo,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,71.35,328.23,4,No,0,,N/A
4178-DCNC,Male,0,No,Yes,3,0-12 mo,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.51,205.76,5,Yes,1,,N/A
4179-ASBP,Female,0,No,No,4,0-12 mo,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),46.24,142.89,4,No,0,,N/A
4180-OCUK,Male,0,Yes,No,7,0-12 mo,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,68.03,471.85,4,Yes,1,,N/A
4181-IXUJ,Male,0,No,No,26,25-48 mo,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.84,1990.12,4,No,0,,N/A
4182-COME,Male,0,No,Yes,46,25-48 mo,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),86.13,3922.98,4,No,0,,N/A
4183-EDKZ,Male,0,No,No,4,0-12 mo,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,34.53,146.56,5,No,0,,N/A
4184-CEDU,Male,0,No,Yes,65,49-72 mo,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,34.94,2311.8,6,No,0,,N/A
4185-ROWH,Female,0,No,No,59,49-72 mo,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,57.77,3395.63,3,Yes,1,,N/A
4186-SSVS,Female,0,No,No,41,25-48 mo,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.07,2649.24,5,No,0,,N/A
4187-YSYY,Female,0,Yes,No,17,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,113.48,1966.27,1,No,0,,N/A
4188-OFWI,Female,0,No,Yes,0,0-12 mo,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),18.25,21.79,3,No,0,,N/A
4189-ISNO,Female,0,No,Yes,42,25-48 mo,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),46.79,1893.41,5,No,0,,N/A
4190-VEBY,Female,0,Yes,No,67,49-72 mo,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,90.37,6044.84,5,No,0,,N/A
4191-HDSH,Female,0,Yes,No,13,13-24 mo,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,34.96,439.41,4,Yes,1,,N/A
4192-CQZN,Male,0,Yes,No,40,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,64.36,2551.51,2,No,0,,N/A
4193-DLRE,Female,0,No,Yes,2,0-12 mo,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,93.82,161.54,4,No,0,,N/A
4194-BCMD,Male,0,No,Yes,39,25-48 mo,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),84.87,3337.92,3,No,0,,N/A
4195-ZMQT,Male,0,No,No,2,0-12 mo,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.48,108.35,2,No,0,,N/A
4196-ZLOO,Female,0,Yes,No,28,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.91,1706.16,1,No,0,,N/A
4197-DHYN,Male,0,No,No,29,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,68.63,1988.41,1,No,0,,N/A
4198-PVEA,Male,0,Yes,No,11,0-12 mo,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.99,769.47,4,Yes,1,,N/A
4199-HIOL,Male,0,No,No,2,0-12 mo,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,49.05,184.84,3,No,0,,N/A
4200-JQPY,Male,0,Yes,No,72,49-72 mo,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,90.0,6524.49,5,Yes,1,,N/A
4201-FCQE,Female,0,No,Yes,24,13-24 mo,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.79,593.15,1,No,0,,N/A
4202-RFFX,Female,0,No,No,27,25-48 mo,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),44.98,1226.21,4,No,0,,N/A
4203-XYSK,Female,0,No,No,30,25-48 mo,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.21,2679.01,3,No,0,,N/A
4204-BFAI,Female,1,No,No,70,49-72 mo,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,18.25,1281.74,5,Yes,1,,N/A
4205-EPTP,Female,0,No,No,1,0-12 mo,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,69.29,19.21,6,Yes,1,,N/A
4206-WTHW,Female,0,Yes,No,71,49-72 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,98.08,6952.5,0,No,0,,N/A
4207-DOKK,Female,0,No,No,8,0-12 mo,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,42.05,353.55,3,No,0,,N/A
4208-CUKV,Female,0,No,No,2,0-12 mo,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.39,143.35,6,Yes,1,,N/A
4209-FWOT,Female,0,Yes,No,34,25-48 mo,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,68.72,2306.47,3,No,0,,N/A
4210-IXBF,Female,0,No,No,72,49-72 mo,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.66,6184.25,5,No,0,,N/A
4211-FHFV,Male,1,No,No,1,0-12 mo,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.42,56.84,4,No,0,,N/A
4212-TVKN,Female,0,No,Yes,17,13-24 mo,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.42,1647.9,5,No,0,,N/A
4213-NLIX,Male,0,No,Yes,24,13-24 mo,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,76.18,1819.01,5,No,0,,N/A
4214-BGOM,Male,1,No,No,9,0-12 mo,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,90.89,818.74,3,No,0,,N/A
4215-EQOC,Male,0,No,No,72,49-72 mo,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),89.29,6459.21,2,No,0,,N/A
4216-KLHU,Male,0,No,No,32,25-48 mo,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,105.7,3391.85,5,No,0,,N/A
4217-YRKB,Female,0,No,No,59,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.98,2120.4,2,No,0,,N/A
4218-ZWLF,Male,0,No,No,17,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.77,484.01,2,No,0,,N/A
4219-OTDR,Female,0,Yes,Yes,13,13-24 mo,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,96.27,1361.52,4,No,0,,N/A
4220-QIUH,Female,0,Yes,No,25,25-48 mo,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.88,1707.06,2,Yes,1,,N/A
4221-IGAY,Male,0,Yes,Yes,18,13-24 mo,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.75,2095.63,6,Yes,1,,N/A
4222-AOBB,Female,0,No,No,40,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,795.49,1,No,0,,N/A
4223-RKLS,Male,1,No,No,9,0-12 mo,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,62.88,529.94,4,No,0,,N/A
4224-QTFJ,Male,0,No,No,19,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,64.42,1199.3,1,No,0,,N/A
4225-TTTU,Female,0,No,Yes,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),91.88,6640.69,1,No,0,,N/A
4226-GHFA,Female,0,Yes,No,45,25-48 mo,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,118.75,5316.76,5,No,0,,N/A
4227-PYNH,Male,0,Yes,No,5,0-12 mo,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),65.21,376.72,4,No,0,,N/A
4228-HEGG,Female,1,No,No,69,49-72 mo,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,77.63,5328.28,6,No,0,,N/A
4229-VXMU,Female,0,Yes,Yes,28,25-48 mo,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,18.25,483.32,4,No,0,,N/A
4230-EYJZ,Female,0,Yes,No,36,25-48 mo,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),73.6,2727.46,4,No,0,,N/A
4231-TGYL,Male,0,No,No,11,0-12 mo,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.87,801.91,6,Yes,1,,N/A
4232-JHYF,Male,1,Yes,No,18,13-24 mo,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.89,801.29,6,No,0,,N/A
4233-GIVL,Female,0,No,Yes,52,49-72 mo,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,73.96,3967.39,4,No,0,,N/A
4234-SGNU,Female,0,Yes,Yes,12,0-12 mo,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.47,871.83,5,Yes,1,,N/A
4235-YMLL,Female,0,No,No,5,0-12 mo,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),113.53,551.04,4,Yes,1,,N/A
4236-FCYJ,Female,1,Yes,No,15,13-24 mo,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.18,599.4,2,No,0,,N/A
4237-LGDU,Female,0,Yes,No,2,0-12 mo,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),38.39,91.25,3,No,0,,N/A
4238-UYDK,Male,0,No,No,40,25-48 mo,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,39.46,1590.89,4,No,0,,N/A
4239-PLDZ,Female,0,No,Yes,5,0-12 mo,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,51.94,356.66,8,No,0,,N/A
4240-TDKR,Male,0,No,Yes,10,0-12 mo,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,18.25,171.83,3,No,0,,N/A
4241-TKJC,Female,0,Yes,Yes,68,49-72 mo,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,57.14,3933.24,5,No,0,,N/A
4242-VFFQ,Male,1,Yes,No,24,13-24 mo,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.05,1732.72,3,No,0,,N/A
4243-WOLJ,Female,1,No,No,12,0-12 mo,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,109.98,1343.57,4,No,0,,N/A
4244-ZWUZ,Male,1,Yes,Yes,25,25-48 mo,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,61.26,1544.15,5,Yes,1,,N/A
